place_name,region,menu_name,menu_price,address,url,allergy,disease,emotion_summary,top_tags,menu_id,restaurant_id,ingredient
가든한밤,갈월동,우삼겹 볶음 파스타,19000,서울 용산구 갈월동 53-21,https://pcmap.place.naver.com/place/1726513067,"밀, 고기",['신장질환'],,,23,1,고기
가든한밤,갈월동,황도마스카포네생햄,8000,서울 용산구 갈월동 53-21,https://pcmap.place.naver.com/place/1726513067,"고기, 우유","['고혈압', '신장질환']",,,24,1,고기
가든한밤,갈월동,대패 삼겹살 떡볶이,12000,서울 용산구 갈월동 53-21,https://pcmap.place.naver.com/place/1726513067,"밀, 고기","['당뇨', '고혈압', '저혈압', '신장질환']",,,25,1,고기
코메리카,갈월동,싱가폴 메이펀,17000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,없음,[],,,26,2,없음
코메리카,갈월동,베이컨크림치즈페퍼,16000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,"고기, 우유",['고혈압'],,,27,2,고기
코메리카,갈월동,베이컨에그 바게뜨,12000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,"달걀, 갑각류, 고기",['고혈압'],,,28,2,"고기, 해산물"
코메리카,갈월동,팬케이크,12000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,밀,"['당뇨', '저혈압', '신장질환']",,,29,2,없음
코메리카,갈월동,청경채파스타,11000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,밀,['신장질환'],,,30,2,없음
코메리카,갈월동,포테이토오믈렛,13000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,달걀,[],,,31,2,없음
코메리카,갈월동,페퍼로니피자,16000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,밀,"['당뇨', '신장질환']",,,32,2,없음
코메리카,갈월동,에그플라워,16000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,달걀,[],,,33,2,없음
코메리카,갈월동,크림스튜,15000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,우유,[],,,34,2,없음
코메리카,갈월동,마파순두부,12000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,땅콩/대두,['신장질환'],,,35,2,없음
코메리카,갈월동,에그인헬,15000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,달걀,[],,,36,2,없음
코메리카,갈월동,소세지와 프라이즈,9000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,고기,['신장질환'],,,37,2,고기
코메리카,갈월동,오지 치즈 프라이즈,9000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,우유,[],,,38,2,없음
코메리카,갈월동,양배추 부추 계란볶음,7000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,"달걀, 고기",['신장질환'],,,39,2,고기
코메리카,갈월동,브리치즈구이,15000,서울 용산구 갈월동 93-45,https://pcmap.place.naver.com/place/1179762257,우유,[],,,40,2,없음
크라운호프,갈월동,페퍼로니피자,9900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,밀,"['당뇨', '신장질환']",,,41,3,없음
크라운호프,갈월동,염통꼬치,5500,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,고기,['신장질환'],,,42,3,"고기, 내장"
크라운호프,갈월동,크라운순살치킨,8900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,고기,['신장질환'],,,43,3,고기
크라운호프,갈월동,우유튀김,6500,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,"밀, 우유",['신장질환'],,,44,3,없음
크라운호프,갈월동,닭껍질튀김,4900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,"밀, 고기",['신장질환'],,,45,3,고기
크라운호프,갈월동,골뱅쫄면,14000,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,밀,['신장질환'],,,46,3,없음
크라운호프,갈월동,수제오징어입튀김,8900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,밀,['신장질환'],,,47,3,해산물
크라운호프,갈월동,국물떡볶이,5500,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,밀,"['당뇨', '고혈압', '저혈압', '신장질환']",,,48,3,없음
크라운호프,갈월동,청양마요쌀통닭,17900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,고기,['신장질환'],,,49,3,고기
크라운호프,갈월동,마약옥수수피자,12900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,밀,"['당뇨', '신장질환']",,,50,3,없음
크라운호프,갈월동,오지치즈후라이,11900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,우유,[],,,51,3,없음
크라운호프,갈월동,어묵깡,7900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,"밀, 땅콩/대두",['신장질환'],,,52,3,없음
크라운호프,갈월동,크라운모듬튀김,9900,서울 용산구 갈월동 69-55,https://pcmap.place.naver.com/place/1091044478,밀,['신장질환'],,,53,3,없음
역전할머니맥주 서울숙대입구점,갈월동,치즈라볶이,9000,,,우유,[],,,54,4,없음
역전할머니맥주 서울숙대입구점,갈월동,짜빠구리,9000,,,밀,['신장질환'],,,55,4,없음
역전할머니맥주 서울숙대입구점,갈월동,갈릭빠다포테이토,7000,,,없음,[],,,56,4,없음
역전할머니맥주 서울숙대입구점,갈월동,치즈돈까스,10000,,,"밀, 고기, 우유",['신장질환'],,,57,4,고기
역전할머니맥주 서울숙대입구점,갈월동,할멘보샤,10000,,,없음,[],,,58,4,없음
이웃집영준이,갈월동,생선튀김,40000,서울 용산구 갈월동 88-33,https://pcmap.place.naver.com/place/1437567446,밀,['신장질환'],,,59,5,없음
이웃집영준이,갈월동,돼지고기치즈김치볶음밥,17000,서울 용산구 갈월동 88-33,https://pcmap.place.naver.com/place/1437567446,"고기, 우유","['고혈압', '신장질환']",,,60,5,고기
구복만두,갈월동,구복전통만두,8500,서울 용산구 갈월동 59-13,https://pcmap.place.naver.com/place/36432841,"달걀, 밀",['신장질환'],,,61,6,없음
구복만두,갈월동,통새우만두,9500,서울 용산구 갈월동 59-13,https://pcmap.place.naver.com/place/36432841,"갑각류, 밀",['신장질환'],,,62,6,해산물
구복만두,갈월동,김치만두,8500,서울 용산구 갈월동 59-13,https://pcmap.place.naver.com/place/36432841,밀,"['고혈압', '신장질환']",,,63,6,없음
구복만두,갈월동,샤오롱바오,9500,서울 용산구 갈월동 59-13,https://pcmap.place.naver.com/place/36432841,없음,[],,,64,6,없음
털보네떡꼬치,갈월동,떡꼬치,1000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,밀,"['당뇨', '신장질환']",,,65,7,없음
털보네떡꼬치,갈월동,메추리알꼬치,1000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,없음,['신장질환'],,,66,7,없음
털보네떡꼬치,갈월동,소떡소떡,3000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,"밀, 고기","['당뇨', '신장질환']",,,67,7,고기
털보네떡꼬치,갈월동,닭꼬치,2500,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,고기,['신장질환'],,,68,7,고기
털보네떡꼬치,갈월동,순대꼬치,1000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,고기,['신장질환'],,,69,7,고기
털보네떡꼬치,갈월동,양념어묵,1000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,"밀, 땅콩/대두",['신장질환'],,,70,7,없음
털보네떡꼬치,갈월동,김마리,1000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,없음,[],,,71,7,없음
털보네떡꼬치,갈월동,소세지,2000,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,고기,['신장질환'],,,72,7,고기
털보네떡꼬치,갈월동,오징어꼬치,2500,서울 용산구 갈월동 87-15,https://pcmap.place.naver.com/place/32566072,없음,['신장질환'],,,73,7,해산물
마구로참치,갈월동,우니,58000,서울 용산구 갈월동 92-14,https://pcmap.place.naver.com/place/1823752520,없음,[],,,74,8,없음
마구로참치,갈월동,참치,68000,서울 용산구 갈월동 92-14,https://pcmap.place.naver.com/place/1823752520,없음,[],,,75,8,없음
마구로참치,갈월동,마구로,120000,서울 용산구 갈월동 92-14,https://pcmap.place.naver.com/place/1823752520,없음,[],,,76,8,없음
스턴하우스,갈월동,Popresso,45000,서울 용산구 갈월동 19-4,https://pcmap.place.naver.com/place/1226824085,없음,[],,,77,9,없음
스턴하우스,갈월동,Banana Toast,9500,서울 용산구 갈월동 19-4,https://pcmap.place.naver.com/place/1226824085,없음,[],,,78,9,없음
스턴하우스,갈월동,Cherry Tomato Toast,9500,서울 용산구 갈월동 19-4,https://pcmap.place.naver.com/place/1226824085,없음,[],,,79,9,없음
스턴하우스,갈월동,Pea Toast,9500,서울 용산구 갈월동 19-4,https://pcmap.place.naver.com/place/1226824085,없음,[],,,80,9,없음
스턴하우스,갈월동,Cheese Toast,9500,서울 용산구 갈월동 19-4,https://pcmap.place.naver.com/place/1226824085,없음,[],,,81,9,없음
스턴하우스,갈월동,Veggi Toast,9500,서울 용산구 갈월동 19-4,https://pcmap.place.naver.com/place/1226824085,없음,[],,,82,9,없음
인마이메모리,갈월동,더치라떼,6000,서울 용산구 갈월동 86-2,https://pcmap.place.naver.com/place/1249363513,우유,"['당뇨', '저혈압']",,,83,10,없음
인마이메모리,갈월동,브리치즈,15000,서울 용산구 갈월동 86-2,https://pcmap.place.naver.com/place/1249363513,우유,[],,,84,10,없음
인마이메모리,갈월동,과일치즈,13000,서울 용산구 갈월동 86-2,https://pcmap.place.naver.com/place/1249363513,우유,[],,,85,10,없음
인마이메모리,갈월동,체리페퍼,10000,서울 용산구 갈월동 86-2,https://pcmap.place.naver.com/place/1249363513,없음,[],,,86,10,없음
인마이메모리,갈월동,디카페인,6000,서울 용산구 갈월동 86-2,https://pcmap.place.naver.com/place/1249363513,없음,['저혈압'],,,87,10,없음
스타벅스 숙대입구역점,갈월동,아메리카노,4700,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,없음,['저혈압'],,,88,11,없음
스타벅스 숙대입구역점,갈월동,카페 라떼,5200,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,우유,"['당뇨', '저혈압']",,,89,11,없음
스타벅스 숙대입구역점,갈월동,돌체 라떼,6100,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,우유,"['당뇨', '저혈압']",,,90,11,없음
스타벅스 숙대입구역점,갈월동,카라멜 마키아또,6100,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,없음,['당뇨'],,,91,11,없음
스타벅스 숙대입구역점,갈월동,카푸치노,5200,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,우유,['저혈압'],,,92,11,없음
스타벅스 숙대입구역점,갈월동,카페 모카,5700,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,우유,[],,,93,11,없음
스타벅스 숙대입구역점,갈월동,화이트 초콜릿 모카,6100,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,우유,[],,,94,11,없음
스타벅스 숙대입구역점,갈월동,콜드 브루,5100,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,없음,['저혈압'],,,95,11,없음
스타벅스 숙대입구역점,갈월동,자몽 허니 블랙티,5900,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,없음,[],,,96,11,없음
스타벅스 숙대입구역점,갈월동,망고 바나나 블렌디드,6600,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,없음,"['당뇨', '저혈압']",,,97,11,없음
스타벅스 숙대입구역점,갈월동,자바칩 프라푸치노,6500,서울 용산구 갈월동 69-5,https://pcmap.place.naver.com/place/19776027,없음,[],,,98,11,없음
헤브어트리,갈월동,옥수수푸딩,7500,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,['당뇨'],,,99,12,없음
헤브어트리,갈월동,티에이드,6500,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,없음,[],,,100,12,없음
헤브어트리,갈월동,고성라떼,6000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,"['당뇨', '저혈압']",,,101,12,없음
헤브어트리,갈월동,블루베리 레어 치즈타르트,7000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,[],,,102,12,없음
헤브어트리,갈월동,피스타치오 치즈케이크,7000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,"['당뇨', '저혈압']",,,103,12,없음
헤브어트리,갈월동,바나나푸딩,6000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,"['당뇨', '저혈압']",,,104,12,없음
헤브어트리,갈월동,레몬바질,7500,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,없음,[],,,105,12,없음
헤브어트리,갈월동,초코비스퀴롤과 우유크림,8000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,['당뇨'],,,106,12,없음
헤브어트리,갈월동,피스타치오베리푸딩,8000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,['당뇨'],,,107,12,없음
헤브어트리,갈월동,초콜렛무스,7000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,없음,[],,,108,12,없음
헤브어트리,갈월동,옥수수푸딩,7500,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,우유,['당뇨'],,,109,12,없음
헤브어트리,갈월동,티라미수,7000,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,없음,[],,,110,12,없음
헤브어트리,갈월동,파인베리에이드,6500,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,없음,[],,,111,12,없음
헤브어트리,갈월동,아메리카노,4500,서울 용산구 갈월동 59-8,https://pcmap.place.naver.com/place/1668156845,없음,['저혈압'],,,112,12,없음
라이언스커피로스터스,갈월동,아메리카노,4000,서울 용산구 갈월동 69-75,https://pcmap.place.naver.com/place/37371125,없음,['저혈압'],,,113,13,없음
라이언스커피로스터스,갈월동,카페라떼,5000,서울 용산구 갈월동 69-75,https://pcmap.place.naver.com/place/37371125,우유,"['당뇨', '저혈압']",,,114,13,없음
라이언스커피로스터스,갈월동,바닐라라떼,5500,서울 용산구 갈월동 69-75,https://pcmap.place.naver.com/place/37371125,우유,"['당뇨', '저혈압']",,,115,13,없음
라이언스커피로스터스,갈월동,딸기 라떼,4500,서울 용산구 갈월동 69-75,https://pcmap.place.naver.com/place/37371125,우유,"['당뇨', '저혈압']",,,116,13,없음
라이언스커피로스터스,갈월동,과일주스,6000,서울 용산구 갈월동 69-75,https://pcmap.place.naver.com/place/37371125,없음,['당뇨'],,,117,13,없음
오사카부루스,갈월동,닭꼬치,3900,서울 용산구 갈월동 69-46,https://pcmap.place.naver.com/place/1856174787,고기,['신장질환'],,,118,14,고기
오사카부루스,갈월동,타코와사비,5900,서울 용산구 갈월동 69-46,https://pcmap.place.naver.com/place/1856174787,밀,['신장질환'],,,119,14,없음
오사카부루스,갈월동,칠리새우,6900,서울 용산구 갈월동 69-46,https://pcmap.place.naver.com/place/1856174787,갑각류,[],,,120,14,해산물
오사카부루스,갈월동,연어샐러드,9900,서울 용산구 갈월동 69-46,https://pcmap.place.naver.com/place/1856174787,없음,['저혈압'],,,121,14,없음
오사카부루스,갈월동,타코야끼,3900,서울 용산구 갈월동 69-46,https://pcmap.place.naver.com/place/1856174787,밀,['신장질환'],,,122,14,없음
감베로니,갈월동,카르보나라피자,12000,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,"밀, 우유","['당뇨', '신장질환']",,,123,15,없음
감베로니,갈월동,찰리쉬림프피자,12500,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,"갑각류, 밀","['당뇨', '신장질환']",,,124,15,해산물
감베로니,갈월동,치킨도리아,9000,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,고기,['신장질환'],,,125,15,고기
감베로니,갈월동,해물도리아,9500,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,없음,[],,,126,15,해산물
감베로니,갈월동,파스타,8500,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,밀,['신장질환'],,,127,15,없음
감베로니,갈월동,수제피자,11000,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,밀,"['당뇨', '신장질환']",,,128,15,없음
감베로니,갈월동,돈까스,9000,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,"밀, 고기",['신장질환'],,,129,15,고기
감베로니,갈월동,철판볶음밥,8000,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,없음,[],,,130,15,없음
감베로니,갈월동,찹스테이크,30000,서울 용산구 갈월동 89-22,https://pcmap.place.naver.com/place/13575194,고기,['신장질환'],,,131,15,고기
타코 우루아판,갈월동,비리아 타코,8000,서울 용산구 갈월동 58-3,https://pcmap.place.naver.com/place/1604796904,밀,['신장질환'],,,132,16,없음
타코 우루아판,갈월동,쉬림프 타코,7500,서울 용산구 갈월동 58-3,https://pcmap.place.naver.com/place/1604796904,"갑각류, 밀",['신장질환'],,,133,16,해산물
타코 우루아판,갈월동,시금치 타코,7000,서울 용산구 갈월동 58-3,https://pcmap.place.naver.com/place/1604796904,밀,['신장질환'],,,134,16,없음
타코 우루아판,갈월동,가지구이,8900,서울 용산구 갈월동 58-3,https://pcmap.place.naver.com/place/1604796904,없음,[],,,135,16,없음
타코 우루아판,갈월동,도리토스,8000,서울 용산구 갈월동 58-3,https://pcmap.place.naver.com/place/1604796904,없음,[],,,136,16,없음
더블랙웨일바,갈월동,피자,12000,서울 용산구 갈월동 28-12,https://pcmap.place.naver.com/place/1903881715,밀,"['당뇨', '신장질환']",,,137,17,없음
더블랙웨일바,갈월동,파스타,13000,서울 용산구 갈월동 28-12,https://pcmap.place.naver.com/place/1903881715,밀,['신장질환'],,,138,17,없음
갈월이골목,갈월동,파스타,13000,서울 용산구 갈월동 50-6,https://pcmap.place.naver.com/place/1878639835,밀,['신장질환'],,,139,18,없음
갈월이골목,갈월동,리조또,15000,서울 용산구 갈월동 50-6,https://pcmap.place.naver.com/place/1878639835,우유,[],,,140,18,없음
갈월이골목,갈월동,안심 스테이크,28000,서울 용산구 갈월동 50-6,https://pcmap.place.naver.com/place/1878639835,고기,['신장질환'],,,141,18,고기
갈월이골목,갈월동,샐러드,12000,서울 용산구 갈월동 50-6,https://pcmap.place.naver.com/place/1878639835,없음,['저혈압'],,,142,18,없음
도미노피자 후암점,갈월동,채끝스테이크 피자,27120,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"밀, 고기","['당뇨', '신장질환']",,,143,19,고기
도미노피자 후암점,갈월동,치즈 피자,27120,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"밀, 우유","['당뇨', '신장질환']",,,144,19,없음
도미노피자 후암점,갈월동,블랙타이거 쉬림프 피자,29520,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"갑각류, 밀","['당뇨', '신장질환']",,,145,19,해산물
도미노피자 후암점,갈월동,필라델피아 치즈 스테이크 피자,23120,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"밀, 고기, 우유","['당뇨', '신장질환']",,,146,19,고기
도미노피자 후암점,갈월동,소시지맥스 피자,17900,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"밀, 고기","['당뇨', '신장질환']",,,147,19,고기
도미노피자 후암점,갈월동,페퍼로니 피자,20720,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,밀,"['당뇨', '신장질환']",,,148,19,없음
도미노피자 후암점,갈월동,맥콘 베이컨 피자,24720,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"밀, 고기","['당뇨', '고혈압', '신장질환']",,,149,19,고기
도미노피자 후암점,갈월동,웨스트 스테이크 피자,31120,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,"밀, 고기","['당뇨', '신장질환']",,,150,19,고기
도미노피자 후암점,갈월동,포테이토 피자,22320,서울 용산구 갈월동 53-19,https://pcmap.place.naver.com/place/11781889,밀,"['당뇨', '신장질환']",,,151,19,없음
퍼즈남영,갈월동,우니 들기름 콜드파스타,23000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,"밀, 땅콩/대두",['신장질환'],,,152,20,없음
퍼즈남영,갈월동,육회 단새우 타르타르,24000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,"갑각류, 고기",['신장질환'],,,153,20,"고기, 해산물"
퍼즈남영,갈월동,뽈뽀,27000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,없음,[],,,154,20,없음
퍼즈남영,갈월동,채끝등심,45000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,고기,['신장질환'],,,155,20,고기
퍼즈남영,갈월동,마리네이드 토마토,9000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,없음,['저혈압'],,,156,20,없음
퍼즈남영,갈월동,스파이시 보드카,21000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,밀,['신장질환'],,,157,20,없음
퍼즈남영,갈월동,라구 볼로녜제,23000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,없음,[],,,158,20,없음
퍼즈남영,갈월동,피스타치오,20000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,없음,[],,,159,20,없음
퍼즈남영,갈월동,우니버터 명란,21000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,우유,"['당뇨', '신장질환']",,,160,20,없음
퍼즈남영,갈월동,다리살 가라아게,20000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,갑각류,[],,,161,20,해산물
퍼즈남영,갈월동,마라크림새우,20000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,"갑각류, 우유",[],,,162,20,해산물
퍼즈남영,갈월동,브리치즈,17000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,우유,[],,,163,20,없음
퍼즈남영,갈월동,부라타치즈와 과일,17000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,우유,[],,,164,20,없음
퍼즈남영,갈월동,리코타 올리브 파스타,10000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,"밀, 우유",['신장질환'],,,165,20,없음
퍼즈남영,갈월동,트러플 프라이즈,9000,서울 용산구 갈월동 90-15,https://pcmap.place.naver.com/place/1564455980,없음,[],,,166,20,없음
스톤스,갈월동,레몬 크림 뇨끼,20000,서울 용산구 갈월동 7-171,https://pcmap.place.naver.com/place/1137897225,우유,[],,,167,21,없음
스톤스,갈월동,새우타코,8000,서울 용산구 갈월동 7-171,https://pcmap.place.naver.com/place/1137897225,"갑각류, 밀",['신장질환'],,,168,21,해산물
스톤스,갈월동,연어 삼발크림 파스타,22000,서울 용산구 갈월동 7-171,https://pcmap.place.naver.com/place/1137897225,"밀, 우유",['신장질환'],,,169,21,없음
스톤스,갈월동,전복 내장 파스타,22000,서울 용산구 갈월동 7-171,https://pcmap.place.naver.com/place/1137897225,"달걀, 밀",['신장질환'],,,170,21,"내장, 해산물"
