name,address,phone,category,lat,lng,id,url
골드버튼커피,서울 용산구 남영동 81-3,02-796-1478,음식점 > 카페,37.542652030615784,126.97322549727356,38420192,https://map.naver.com/p/entry/place/38420192h
덕순루,서울 용산구 남영동 80-2,02-326-1888,음식점 > 중식 > 중국요리,37.54266920477722,126.97346990385284,1894139697,https://map.naver.com/p/search/%EB%8D%95%EC%88%9C%EB%A3%A8/place/1894139697
멘타미,서울 용산구 남영동 90-6,02-794-4307,음식점 > 일식 > 일본식라면,37.5416403002538,126.973635471058,180901810,https://map.naver.com/p/search/%EB%A9%98%ED%83%80%EB%AF%B8/place/1809018107
미성회포차,서울 용산구 남영동 60-3,02-792-8838,"음식점 > 한식 > 해물,생선 > 회",37.543569247019654,126.97322064304225,1298113601,https://map.naver.com/p/search/%EB%AF%B8%EC%84%B1%ED%9A%8C%ED%8F%AC%EC%B0%A8/place/1298113601
다사랑스테이크,서울 용산구 남영동 59-2,02-797-3217,"음식점 > 한식 > 찌개,전골",37.5435972235053,126.973422049719,18715337,https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%20%EC%9A%A9%EC%82%B0%EA%B5%AC%20%ED%95%9C%EA%B0%95%EB%8C%80%EB%A1%9C84%EA%B8%B8%2014%201%EC%B8%B5/place/18715337
둘이파전 남영본점,서울 용산구 남영동 29-9,02-795-9585,음식점 > 한식,37.5443538924625,126.972674947644,20897435,https://map.naver.com/p/search/%EB%91%98%EC%9D%B4%ED%8C%8C%EC%A0%84/place/20897435
범주,서울 용산구 남영동 51-1,070-8211-0752,"음식점 > 술집 > 호프,요리주점",37.542826090737,126.973973384783,1346644785,https://map.naver.com/p/search/%EB%B2%94%EC%A3%BC/place/1346644785
오오비,서울 용산구 남영동 84-7,,음식점 > 술집,37.5422528523202,126.97306948832,1514204698,https://map.naver.com/p/search/%EC%98%A4%EC%98%A4%EB%B9%84/place/1514204698
야루키,서울 용산구 남영동 59-1,02-318-3589,음식점 > 술집 > 일본식주점,37.5436224763943,126.973532933123,458330684,https://map.naver.com/p/search/%EC%95%BC%EB%A3%A8%ED%82%A4/place/1458330684
헤도니즘,서울 용산구 남영동 94-1,0503-7150-5675,음식점 > 술집 > 칵테일바,37.542543068651,126.973486921626,1447074602,https://map.naver.com/p/search/%ED%95%B4%EB%8F%84%EB%8B%88%EC%A6%98/place/1447074602
카라시,서울 용산구 남영동 122-3,,음식점 > 술집 > 일본식주점,37.5411466014737,126.973856290786,1055528215,hhttps://map.naver.com/p/search/%EC%B9%B4%EB%9D%BC%EC%8B%9C/place/1055528215
리파인 남영점,서울 용산구 남영동 26-2,02-2135-3676,"음식점 > 술집 > 호프,요리주점",37.5436583330416,126.972727253056,1089472660,https://map.naver.com/p/entry/place/1089472660
까미노 데 남영,서울 용산구 남영동 90-3,070-8802-3725,음식점 > 술집 > 와인바,37.5416619481963,126.973742958325,1828920739,https://map.naver.com/p/entry/place/1828920739
평화남영,서울 용산구 남영동 64-1,070-4006-1587,"음식점 > 술집 > 호프,요리주점",37.5432890454418,126.973261479057,1414413246,https://map.naver.com/p/search/%ED%8F%89%ED%99%94%EB%82%A8%EC%98%81/place/1414413246
루프탑스테이,서울 용산구 남영동 35-2,02-3789-9200,"음식점 > 술집 > 호프,요리주점",37.5437485345888,126.973170790419,35567968,https://map.naver.com/p/search/%EB%A3%A8%ED%94%84%ED%83%91%EC%8A%A4%ED%85%8C%EC%9D%B4/place/35567968
생활맥주 남영역점,서울 용산구 남영동 86-2,02-790-9660,"음식점 > 술집 > 호프,요리주점 > 생활맥주",37.542042031307524,126.97312614069439,67312842,https://map.naver.com/p/search/%EC%83%9D%ED%99%9C%EB%A7%A5%EC%A3%BC%20%EB%82%A8%EC%98%81%EC%97%AD%EC%A0%90/place/67312842
바오밥 숙대입구점,서울 용산구 남영동 74,02-749-3666,"음식점 > 술집 > 호프,요리주점",37.54286728502385,126.97285540561388,11731687,https://map.naver.com/p/search/%EB%B0%94%EC%98%A4%EB%B0%A5%20%EC%88%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%A0%90/place/11731687
수우가,서울 용산구 남영동 29-16,0507-1423-7044,"음식점 > 술집 > 호프,요리주점",37.5441133403004,126.972738402926,1747642302,https://map.naver.com/p/search/%EC%88%98%EC%9A%B0%EA%B0%80/place/1747642302
픽스피자,서울 용산구 남영동 29-11,02-6449-0857,음식점 > 술집,37.544280017845374,126.97270665842001,1458334659,https://map.naver.com/p/search/%ED%94%BD%EC%8A%A4%ED%94%BC%EC%9E%90/place/1458334659
쯔쿠시,서울 용산구 남영동 89-7,,음식점 > 술집 > 일본식주점,37.5416041942177,126.97334128745929,1994442445git,https://map.naver.com/p/search/%EC%AF%94%EC%BF%A0%EC%8B%9C/place/1994442445
